Čas;Celé meno;Kontext udalosti;Komponent;Názov udalosti;Pôvod
9.1.2021 16:12;student42;Stránka: Podmienky pre dokumentáciu projektu;Stránka;Zobrazené moduly kurzu;web
9.1.2021 16:14;student42;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
9.1.2021 16:14;student42;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
9.1.2021 16:14;student42;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Zdroj;Zobrazené moduly kurzu;web
9.1.2021 16:15;student42;Súbor: Kenneth C. Laudon,Jane P. Laudon -- Management Information System 12th Edition;Zdroj;Zobrazené moduly kurzu;web
9.1.2021 16:16;student42;Súbor: Requirements Management in Enterprise Architect;Zdroj;Zobrazené moduly kurzu;web
9.1.2021 16:35;student42;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
9.1.2021 16:35;student42;Workshop: Odovzdanie projektu;Workshop;Príspevok hodnotený;web
9.1.2021 16:59;student42;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
9.1.2021 16:59;student42;Workshop: Odovzdanie projektu;Workshop;Príspevok hodnotený;web
11.1.2021 18:23;student42;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
12.1.2021 17:24;student42;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
12.1.2021 17:24;student42;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
12.1.2021 17:24;student42;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
13.1.2021 4:28;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.1.2021 4:29;student42;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
13.1.2021 4:30;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.1.2021 4:30;student42;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
13.1.2021 4:30;student42;Zadanie: Prípady použitia;Zadanie;Komentár bol zobrazený;web
13.1.2021 4:30;student42;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.1.2021 4:30;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.1.2021 4:30;student42;Zadanie: Doménový model;Zadanie;Bol zobrazený stav riešenia zadania.;web
13.1.2021 4:30;student42;Zadanie: Doménový model;Zadanie;Komentár bol zobrazený;web
13.1.2021 4:30;student42;Zadanie: Doménový model;Zadanie;Zobrazené moduly kurzu;web
13.1.2021 4:31;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.1.2021 4:31;student42;Test: Priebežný test;Test;Zobrazené moduly kurzu;web
13.1.2021 4:31;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.1.2021 4:31;student42;Zadanie: Wireframe,Prototyp,Mockup;Zadanie;Bol zobrazený stav riešenia zadania.;web
13.1.2021 4:31;student42;Zadanie: Wireframe,Prototyp,Mockup;Zadanie;Komentár bol zobrazený;web
13.1.2021 4:31;student42;Zadanie: Wireframe,Prototyp,Mockup;Zadanie;Zobrazené moduly kurzu;web
13.1.2021 4:31;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.1.2021 4:31;student42;Test: Priebežný test;Test;Zobrazené moduly kurzu;web
13.1.2021 4:31;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
17.1.2021 15:07;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
17.1.2021 15:07;student42;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Zdroj;Zobrazené moduly kurzu;web
17.1.2021 15:20;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
17.1.2021 15:20;student42;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
18.1.2021 16:24;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
18.1.2021 16:24;student42;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Zdroj;Zobrazené moduly kurzu;web
18.1.2021 19:01;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
18.1.2021 19:01;student42;Adresár: Prednášky;Adresár;Zobrazené moduly kurzu;web
18.1.2021 19:01;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
18.1.2021 19:01;student42;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Zdroj;Zobrazené moduly kurzu;web
18.1.2021 20:05;student42;Adresár: Arlow - UML a unifikovaný proces vývoja aplikácií;Adresár;Zobrazené moduly kurzu;web
18.1.2021 20:13;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
18.1.2021 20:41;student42;Stránka: Harmonogram;Stránka;Zobrazené moduly kurzu;web
18.1.2021 20:41;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
18.1.2021 20:41;student42;Stránka: Požiadavky na vedomosti pre skúškový test;Stránka;Zobrazené moduly kurzu;web
18.1.2021 20:42;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
18.1.2021 20:47;student42;Test: Test v Secure Exam Browser;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
18.1.2021 20:47;student42;Test: Test v Secure Exam Browser;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
18.1.2021 20:47;student42;Test: Test v Secure Exam Browser;Test;Zobrazené moduly kurzu;web
18.1.2021 20:47;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
18.1.2021 20:48;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
18.1.2021 20:48;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
18.1.2021 20:56;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
18.1.2021 20:56;student42;Stránka: Požiadavky na vedomosti pre skúškový test;Stránka;Zobrazené moduly kurzu;web
18.1.2021 21:00;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
18.1.2021 21:00;student42;Test: Test v Secure Exam Browser;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
18.1.2021 21:00;student42;Test: Test v Secure Exam Browser;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
18.1.2021 21:00;student42;Test: Test v Secure Exam Browser;Test;Zobrazené moduly kurzu;web
18.1.2021 21:01;student42;Test: Test v Secure Exam Browser;Test;Zobrazené moduly kurzu;web
18.1.2021 21:02;student42;Test: Test v Secure Exam Browser;Test;Zobrazený pokus testu;web
18.1.2021 21:02;student42;Test: Test v Secure Exam Browser;Test;Zahájený pokus;web
18.1.2021 21:02;student42;Test: Test v Secure Exam Browser;Test;Zobrazený súhrn pokusov testu;web
18.1.2021 21:02;student42;Test: Test v Secure Exam Browser;Test;Zobrazené moduly kurzu;web
18.1.2021 21:02;student42;Test: Test v Secure Exam Browser;Test;Odoslaný pokus testu;web
18.1.2021 21:02;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Používateľ bol oznámkovaný;web
18.1.2021 21:37;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
18.1.2021 21:37;student42;Stránka: Požiadavky na vedomosti pre skúškový test;Stránka;Zobrazené moduly kurzu;web
18.1.2021 23:34;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
18.1.2021 23:34;student42;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Zdroj;Zobrazené moduly kurzu;web
19.1.2021 0:15;student42;Stránka: Požiadavky na vedomosti pre skúškový test;Stránka;Zobrazené moduly kurzu;web
19.1.2021 0:18;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
19.1.2021 0:18;student42;URL: SCRUM - prehľadný úvod;URL;Zobrazené moduly kurzu;web
19.1.2021 0:19;student42;Súbor: 2017-Scrum-Guide-Slovak;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
19.1.2021 0:19;student42;Súbor: 2017-Scrum-Guide-Slovak;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
19.1.2021 0:19;student42;Súbor: 2017-Scrum-Guide-Slovak;Zdroj;Zobrazené moduly kurzu;web
19.1.2021 15:03;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
19.1.2021 15:03;student42;Test: Test v Secure Exam Browser;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
19.1.2021 15:03;student42;Test: Test v Secure Exam Browser;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
19.1.2021 15:03;student42;Test: Test v Secure Exam Browser;Test;Zobrazené moduly kurzu;web
19.1.2021 15:07;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
19.1.2021 15:07;student42;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Zdroj;Zobrazené moduly kurzu;web
19.1.2021 15:08;student42;Stránka: Požiadavky na vedomosti pre skúškový test;Stránka;Zobrazené moduly kurzu;web
19.1.2021 15:59;student42;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
19.1.2021 15:59;student42;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
19.1.2021 15:59;student42;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
19.1.2021 15:59;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
19.1.2021 15:59;student42;Adresár: Arlow - UML a unifikovaný proces vývoja aplikácií;Adresár;Zobrazené moduly kurzu;web
19.1.2021 15:59;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
19.1.2021 15:59;student42;Adresár: Prednášky;Adresár;Zobrazené moduly kurzu;web
19.1.2021 19:45;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
19.1.2021 19:50;student42;Adresár: Prednášky;Adresár;Zobrazené moduly kurzu;web
20.1.2021 0:49;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 0:49;student42;Adresár: Prednášky;Adresár;Zobrazené moduly kurzu;web
20.1.2021 10:44;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 10:44;student42;Stránka: Požiadavky na vedomosti pre skúškový test;Stránka;Zobrazené moduly kurzu;web
20.1.2021 10:46;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 10:46;student42;URL: Príklady UML diagramov ;URL;Zobrazené moduly kurzu;web
20.1.2021 10:51;student42;URL: SCRUM - Otestujte sa (SCRUM Open);URL;Zobrazené moduly kurzu;web
20.1.2021 11:22;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 11:29;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 11:29;student42;URL: SCRUM - prehľadný úvod;URL;Zobrazené moduly kurzu;web
20.1.2021 11:29;student42;Súbor: 2017-Scrum-Guide-Slovak;Zdroj;Zobrazené moduly kurzu;web
20.1.2021 12:13;student42;Súbor: Rábová, Drlík: Podnikové informačné systémy, architektúra a vývoj. (Text k prednáškam);Zdroj;Zobrazené moduly kurzu;web
20.1.2021 12:17;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 12:17;student42;Adresár: Prednášky;Adresár;Zobrazené moduly kurzu;web
20.1.2021 12:46;student42;Adresár: Prednášky;Adresár;Zobrazené moduly kurzu;web
20.1.2021 14:14;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 14:14;student42;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 14:14;student42;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 14:14;student42;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 14:35;student42;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 14:36;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:36;student42;Test: Záverečný teoretický test;Test;Zahájený pokus;web
20.1.2021 14:36;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:36;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:37;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:37;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:37;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:38;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:38;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:38;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:38;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:38;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:38;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:39;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:39;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:39;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:40;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:40;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:40;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:40;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:40;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:40;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:40;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:40;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:40;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:41;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:41;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:41;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:42;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:43;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:43;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:43;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:43;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:43;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:43;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:43;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:44;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:44;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:45;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:45;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:45;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:45;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:46;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:46;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:46;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:46;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:46;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:47;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:47;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:47;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:47;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:47;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:47;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:47;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:47;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:48;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:49;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:51;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:51;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:51;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:51;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:51;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:51;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:52;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:52;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:52;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:52;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:52;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:52;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:52;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:52;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:52;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:52;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:53;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:53;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:53;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:53;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:53;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:53;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:53;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:53;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:53;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:53;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:53;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:54;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:54;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:54;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:54;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:54;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:54;student42;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 14:54;student42;Test: Záverečný teoretický test;Test;Zobrazený súhrn pokusov testu;web
20.1.2021 14:54;student42;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 14:54;student42;Test: Záverečný teoretický test;Test;Odoslaný pokus testu;web
20.1.2021 14:54;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Používateľ bol oznámkovaný;web
20.1.2021 14:54;student42;Test: Záverečný teoretický test;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
20.1.2021 15:15;student42;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 15:15;student42;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 15:33;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 16:18;student42;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
20.1.2021 16:19;student42;Workshop: Odovzdanie projektu;Workshop;Príspevok prezeraný;web
20.1.2021 16:33;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 16:33;student42;Zadanie: Ústna odpoveď;Zadanie;Zobrazené moduly kurzu;web
20.1.2021 16:33;student42;Zadanie: Ústna odpoveď;Zadanie;Bol zobrazený stav riešenia zadania.;web
20.1.2021 16:33;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 16:34;student42;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 16:34;student42;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 16:34;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 16:34;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
20.1.2021 16:38;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 16:38;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
20.1.2021 16:44;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 16:44;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
20.1.2021 16:51;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 16:51;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
20.1.2021 16:53;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
20.1.2021 17:02;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 17:02;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
20.1.2021 17:22;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 17:22;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
20.1.2021 17:28;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 17:28;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
20.1.2021 17:53;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 17:53;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
20.1.2021 17:59;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 17:59;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
20.1.2021 18:41;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 18:41;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
20.1.2021 19:00;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 19:00;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
20.1.2021 19:02;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
20.1.2021 19:40;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 19:40;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
20.1.2021 22:03;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 22:03;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
28.1.2021 12:25;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
28.1.2021 12:25;student42;Adresár: Prednášky;Adresár;Zobrazené moduly kurzu;web
28.1.2021 15:01;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
28.1.2021 15:01;student42;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
28.1.2021 15:14;student42;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
